session_id,user_id,temp1,temp2,bpm1,bpm2,spo2_1,spo2_2,mpu1_acc_x,mpu1_acc_y,mpu1_acc_z,mpu2_acc_x,mpu2_acc_y,mpu2_acc_z,mpu1_gyr_x,mpu1_gyr_y,mpu1_gyr_z,mpu2_gyr_x,mpu2_gyr_y,mpu2_gyr_z,fsr_1,fsr_2,fsr_3,fsr_4,fsr_5,fsr_6,fsr_7,fsr_8,fsr_9,fsr_10,fsr_11,fsr_12,stress_level,posture_level,timestamp
2807,188,35.78,35.79,65,88,94,99,-1.328,-1.796,0.624,-1.352,1.05,1.388,-117.147,-119.003,-13.312,22.185,-142.394,-221.228,67.64,79.33,68.22,24.74,49.01,47.42,25.61,80.97,86.95,27.22,89.43,23.19,2,2,25/2/2026 10:10
2808,188,35.53,37.28,92,65,94,99,0.113,-0.481,-1.706,0.521,-0.493,-1.045,-174.232,192.409,18.162,174.302,36.53,97.746,59.93,40.87,12.66,48.35,59.79,14.18,16.03,45.08,43.15,60.73,80.84,34.35,2,2,25/2/2026 10:11
2809,188,35.97,36.69,63,96,98,95,1.373,-1.051,-1.84,-1.358,1.481,-0.771,5.274,-56.648,61.901,84.014,145.138,-235.638,17.2,17.3,17.6,55.46,65.53,73.39,72.54,66.68,75.17,31.37,75,47.61,2,2,25/2/2026 10:12
2810,188,36.33,35.52,86,70,99,94,-1.561,1.864,-0.591,1.257,-0.407,1.59,60.99,-26.931,100.814,-89.901,-198.36,-97.359,26.75,67.38,53.69,21.58,37.39,24.58,83.37,79.8,87.27,70.67,64.94,16.58,2,2,25/2/2026 10:13
2811,188,36.07,37.45,105,67,97,94,-1.331,-1.103,0.465,1.314,-0.239,1.771,-245.418,-72.411,-69.734,-41.2,59.858,221.049,44.45,71.32,87.48,89.41,38.81,71.71,77.52,74.34,22.7,80.67,26.67,13.06,2,2,25/2/2026 10:14
2812,188,36.12,37.43,61,79,94,99,0.825,-0.414,-1.108,-0.059,0.913,0.206,-184.931,102.451,-202.011,196.999,-70.269,37.433,53.06,59.44,37.27,74.68,87.61,57.03,36.77,40.41,87.81,23.33,32.55,52.37,2,2,25/2/2026 10:15
2813,188,35.84,35.82,93,96,98,97,-1.943,1.856,1.278,-1.278,0.913,1.33,-221.32,-32.082,-115.049,-96.86,-197.432,179.155,41.63,27.98,68.42,87.04,84.54,33.8,61.04,61.02,50.45,44.72,61.71,37.06,2,2,25/2/2026 10:16
2814,188,36.31,35.8,88,97,100,100,0.893,-0.781,0.619,0.43,-0.142,-1.001,-246.273,-113.537,20.4,126.879,-179.485,194.412,72.48,51.24,39.66,22.67,46.77,87.65,85.25,85.67,48.3,86.1,64.71,40.01,2,3,25/2/2026 10:17
2815,188,35.69,36.51,86,90,98,95,-0.705,0.702,1.8,-1.51,-0.202,-1.31,-50.057,-12.265,146.176,238.983,-112.23,-212.982,66.13,64.06,19.42,16.17,71.55,31.59,18.82,26.82,53.15,60.43,35.18,77.78,2,2,25/2/2026 10:18
2816,188,37.38,36.54,98,84,99,94,0.448,-0.796,-1.338,-0.798,-1.676,0.601,108.658,-218.818,225.56,123.776,165.668,-48.513,22.29,13.53,30.05,44.29,49.35,72.02,80,56.37,12.87,58.58,63.07,84.92,2,2,25/2/2026 10:19
2817,188,37.05,35.91,71,68,100,94,0.274,-1.737,1.094,-1.248,0.827,-0.404,20.078,-6.461,-100.301,-108.067,-103.78,61.495,61.38,52.19,12.49,39.95,18.86,13.67,58.33,67.94,72.24,52.48,85.23,45.01,2,2,25/2/2026 10:20
2818,188,36.22,36.97,96,75,99,98,-0.372,0.372,1.133,0.204,0.022,0.353,159.873,171.676,92.69,132.181,-9.584,196.63,80.18,79.81,20.91,55,33.04,17.59,75.97,19.68,25.74,31.32,79.56,81.95,2,2,25/2/2026 10:21
2819,188,36.35,36.91,71,64,100,100,1.191,1.06,-1.019,-0.306,1.883,-0.19,40.529,-110.231,-55.321,-187.25,69.918,-11.095,10.83,23.89,68.45,14.66,62.99,59.36,16.72,42.06,37.04,54.98,11.79,46.01,2,2,25/2/2026 10:22
2820,188,36.11,36.19,65,109,98,94,-0.942,-0.809,-0.301,0.386,1.4,-0.039,163.751,16.267,18.671,-155.633,-240.538,191.413,85.53,47.11,87.38,68.12,36.18,86.6,59.26,10.11,33.58,48.6,26.91,71.44,2,2,25/2/2026 10:23
2821,189,35.76,37.47,88,94,98,98,1.611,0.113,-1.101,-1.585,-0.638,-1.41,-114.706,-218.973,-67.646,183.72,153.171,214.821,59.43,24.39,49.34,73.43,48.78,53.93,43.95,89.41,59.53,29.99,25.16,22.8,2,2,25/2/2026 10:24
2822,189,35.7,35.84,72,69,99,98,-1.322,-0.438,0.375,-1.522,-0.941,0.238,-186.711,-7.191,189.258,190.804,25.475,-249.993,61.35,11.62,69.77,64.71,49.46,24.59,79.21,81.36,70.11,71.4,82.24,84.04,2,3,25/2/2026 10:25
2823,189,36.4,35.73,67,92,100,94,-0.965,-1.976,0.584,-1.034,1.511,-0.905,20.942,-72.805,-37.81,-56.242,-163.657,-55.946,64.93,42.54,75.85,87.33,41.76,79.03,40.75,60.63,40.19,85.88,35.36,59.34,2,2,25/2/2026 10:26
2824,189,36.94,36.77,95,72,100,100,-1.103,0.077,0.086,-0.075,1.388,-0.474,36.551,-5.869,13.105,-69.077,-169.044,192.07,50.55,55.44,54.05,82.72,81.25,66.35,50.15,35.48,17.33,64.57,14.54,80.97,2,2,25/2/2026 10:27
2825,189,35.63,36.69,92,73,99,99,-0.427,-0.174,0.143,-1.659,-1.653,-1.341,197.241,43.31,-79.067,-177.746,-176.686,-148.358,84.42,83.57,34.3,76.38,48.56,34.23,76.87,21.56,48.94,26.52,12.99,51.31,2,2,25/2/2026 10:28
2826,189,36.7,36.04,80,101,96,96,0.849,1.936,-1.508,0.767,-0.345,-0.947,118.246,181.029,-141.779,-248.307,224.973,-206.227,26.88,74.73,48.99,34.2,84.21,46.22,69.31,88.19,61.36,25.61,28.78,61.22,2,2,25/2/2026 10:29
2827,189,36.65,37.11,106,66,97,98,-1.148,-1.532,0.955,-1.222,-0.207,-0.867,-87.983,41.303,40.149,239.159,-40.691,231.966,34.42,74.48,19.07,65.39,45.56,11.06,14.06,82.8,28.27,35.98,50.36,27.42,2,2,25/2/2026 10:30
2828,189,37.41,36.12,60,73,96,98,1.539,0.476,1.603,-1.755,1.798,1.682,-84.646,-112.802,183.701,-41.311,-209.789,-200.331,52.14,15.4,74.73,14.28,66.25,30.62,62.52,24.51,15.43,26.01,74.93,31.2,2,2,25/2/2026 10:31
2829,189,36.34,36.32,62,81,99,99,0.241,-1.469,-0.688,0.024,1.627,1.835,47.197,114.529,60.9,93.139,87.789,50.986,34.3,58.6,16.64,61.6,21.88,31.8,15.98,77.26,47.5,49.95,52.99,80.1,2,2,25/2/2026 10:32
2830,189,36.72,36.37,69,99,98,99,-0.566,1.796,0.155,-0.399,0.614,-0.598,178.201,-91.661,116.506,-203.413,139.86,62.378,83.5,34.64,28.11,82.15,56.06,31.49,77.09,81.29,36.06,72.15,62,23.59,2,2,25/2/2026 10:33
2831,189,37.08,35.51,95,72,97,95,1.003,1.671,0.043,-0.944,0.266,0.524,-46.633,88.841,-10.712,-60.709,-69.632,-182.082,35.54,66.18,54.94,28.02,32.31,88.36,26.28,85.98,57.3,31.02,66.01,10.33,2,2,25/2/2026 10:34
2832,189,35.7,36.52,86,90,100,96,-1.31,-1.843,-1.952,1.757,0.428,-1.161,185.852,-125.896,-10.251,120.479,-197.971,-113.769,31.27,48.04,40.67,51.79,12.47,78.49,36.58,64.97,49.64,22.79,36.3,56.11,2,2,25/2/2026 10:35
2833,189,36.26,36.33,82,64,100,99,-0.527,-1.1,0.317,1.643,1.291,1.738,-100.643,-238.278,122.607,-64.182,-5.32,23.356,26.42,40.19,77.23,63.06,13.22,84.8,35.53,19.14,69.91,78.76,82.39,85.53,2,2,25/2/2026 10:36
2834,189,36.71,36.81,75,71,94,95,-1.895,1.164,1.909,0.351,1.766,0.522,-135.904,-49.814,153.384,110.214,22.888,65.52,73,58.88,59.48,70.31,34.17,71.82,40.81,71.79,25.55,41.08,86.62,66.58,2,2,25/2/2026 10:37
2835,189,36.54,37.42,91,85,99,100,-0.86,-0.547,0.265,0.13,-0.368,-0.607,-21.386,-147.416,-67.163,245.814,229.137,82.562,68.88,37.13,35.66,87.9,87.04,59.78,67.93,13.39,16.93,80.2,29.82,71.57,2,2,25/2/2026 10:38
2836,190,36.59,35.98,68,79,97,99,-1.463,-0.338,0.285,-1.438,-1.353,-1.426,179.308,-164.132,55.935,100.896,-15.761,167.952,40.39,86.36,26.95,83.34,76.53,77.8,34.56,81.79,41.23,79.59,68.35,77.11,2,3,25/2/2026 10:39
2837,190,36.77,36.67,100,70,98,99,-0.775,-0.541,-1.248,0.913,-0.918,-1.719,28.277,-46.191,94.708,164.133,204.982,24.614,33.15,56.89,87.79,52.67,63.39,81.42,18.21,64.36,55.61,61.96,64.7,71.93,2,2,25/2/2026 10:40
2838,190,36.97,35.96,67,103,100,96,-1.961,0.028,1.544,-0.831,0.771,0.866,195.886,-173.91,54.592,199.94,-116.048,-223.528,14.92,28.65,30.94,74.58,62.45,53.22,39.02,64.52,73.15,23.82,25.68,33.57,2,2,25/2/2026 10:41
2839,190,37.49,37.05,99,64,98,94,0.805,-1.901,-0.644,0.263,-0.459,-1.64,-229.289,-245.621,-215.477,105.042,14.335,244.279,15.06,88.34,55.13,80.87,29.59,24.27,18.42,53.02,26.21,33.79,15.39,33.91,2,2,25/2/2026 10:42
2840,190,36.63,37.34,84,71,100,96,-1.365,-1.062,-0.675,-0.645,1.487,0.177,35.958,58.537,7.058,142.152,-174.926,-29.651,77.04,52.96,33.12,30.63,18.99,36.66,32.48,14.79,72.56,62.82,35.81,89.24,2,2,25/2/2026 10:43
2841,190,35.61,36.82,74,69,98,100,1.422,1.957,0.197,-0.009,0.619,-1.761,-13.862,96.33,-78.199,157.143,41.712,239.706,48.05,45.78,75.31,83.02,50.01,27.49,78.51,44.55,35.09,22.11,63.78,88.88,2,2,25/2/2026 10:44
2842,190,36.69,37.33,75,104,98,94,1.528,-1.574,-1.961,-1.386,1.297,-1.03,85.981,52.493,72.762,64.071,102.7,-105.527,51.39,34.68,19.48,37.85,11.31,68.77,48.78,59.74,43.41,45.96,32.99,63.48,2,2,25/2/2026 10:45
2843,190,36.64,36.58,76,94,95,96,-1.119,-0.765,1.347,0.329,-0.989,0.521,-190.623,53.106,-132.936,-55.795,86.875,232.688,81.96,80.43,77.1,68.08,54.88,75.97,52.73,79.81,52.14,80.88,73.1,27.83,2,3,25/2/2026 10:46
2844,190,36.91,37.26,106,103,95,94,-0.231,1.41,-1.151,0.026,-0.08,-1.789,78.373,-7.245,43.672,93.368,117.156,-45.779,33.03,18.62,79.7,84.26,89.27,60.41,58.94,78.88,89.72,22.18,68.58,28.69,2,2,25/2/2026 10:47
2845,190,35.9,36.8,91,107,99,99,-0.555,1.065,1.226,-0.625,0.85,-1.667,110.513,239.48,149.939,22.663,-50.831,-12.702,59.22,55.52,20.66,41.21,83.85,17.73,46.32,82.5,10.52,78.51,37.19,64.11,2,2,25/2/2026 10:48
2846,190,36.99,36.66,90,98,100,100,0.125,1.057,-0.568,-0.156,0.453,-0.344,-91.871,127.287,-192.857,247.707,101.277,-97.53,61.26,71.93,46.25,14.42,10.42,67.77,35.76,36.35,29.74,25.96,15.99,79.85,2,2,25/2/2026 10:49
2847,190,36.33,36.25,84,63,96,95,-1.545,1.639,-1.271,1.902,0.951,0.891,-82.475,205.426,226.417,68.97,134.191,50.572,85.69,14.76,25.36,67.53,63.1,49.92,55,40.2,80.94,19.1,11.69,69.64,2,2,25/2/2026 10:50
2848,190,35.97,36.2,81,63,99,94,1.548,1.592,1.214,-1.138,-0.725,-0.304,-18.362,197.222,98.539,-249.951,-228.02,125.413,22.82,64.96,28.66,57.37,77.29,21.25,74.21,56.93,72.16,31.26,69.19,46.51,2,2,25/2/2026 10:51
2849,190,36.7,35.53,73,65,96,96,-0.536,-0.791,0.757,1.279,-1.973,-1.935,-195.788,104.475,-57.42,181.754,-31.196,-59.867,51.64,16.51,21.41,64.98,37.31,72.87,57.02,72.27,34.96,67.17,42.7,79,2,2,25/2/2026 10:52
2850,190,36.4,36.24,64,80,96,94,1.464,-1.02,0.418,0.68,0.934,-1.006,-38.065,-245.192,-24.43,81.464,49.286,-122.628,87.73,54.57,64.61,15.49,81.27,42.52,63.24,12.33,55.25,18.64,81.56,18.53,2,2,25/2/2026 10:53
2851,191,35.54,36.48,86,76,95,99,0.353,-1.087,-1.128,1.049,1.389,-1.01,53.832,-102.12,-234.863,-99.012,-148.351,85.738,81.02,33.49,13.81,17.78,89.72,45.22,43.74,25.73,34.03,70.89,19.8,84.55,3,2,25/2/2026 10:54
2852,191,35.98,36.78,76,62,98,98,1.814,1.035,0.899,-1.277,-0.17,1.143,121.377,186.235,75.299,9.766,-176.998,-150.363,53.02,47.18,28.43,33.04,28.67,64.83,66.4,14.92,24.47,82.09,65.69,25.14,3,2,25/2/2026 10:55
2853,191,36.95,35.81,107,102,94,96,0.067,1.612,-0.489,0.407,-1.08,0.644,-63.701,106.831,218.717,136.241,10.112,-209.75,31.73,67.41,59.46,55.8,75.93,53.69,33.5,82.89,60.51,83.93,20.28,82.95,3,2,25/2/2026 10:56
2854,191,35.94,35.61,94,81,99,99,-0.394,0.642,0.981,-1.681,-0.393,-1.807,-213.135,-214.749,34.23,-219.04,-166.661,123.555,30,88.55,43.41,73.87,59.16,31.64,76.87,71.5,13.26,19.34,50.59,66.34,3,2,25/2/2026 10:57
2855,191,36.39,37.42,63,60,99,96,-1.527,1.168,0.335,1.419,-0.002,-1.105,39.109,-158.014,-184.155,-172.874,21.991,44.92,74.95,77.26,64.57,70.59,79.87,35.14,31.65,36.42,61.87,34.19,32.75,47.8,3,2,25/2/2026 10:58
2856,191,36.44,37.14,95,66,97,96,-0.026,0.124,-1.413,0.46,-0.512,-1.879,124.109,51.493,3.564,95.536,225.751,221.808,48.73,40.9,64.57,88.4,89.35,50.21,44.21,12.72,23.64,23,89.21,59.27,3,2,25/2/2026 10:59
2857,191,37.05,37.05,98,82,100,98,-1.001,-0.246,-0.342,1.062,-0.018,1.664,-208.778,227.935,202.851,-249.002,-177.521,71.332,41.32,10.22,71.92,48.91,27.39,33.94,22.35,27.7,70.13,37.52,19.28,13.03,3,2,25/2/2026 11:00
2858,191,37.45,35.9,95,68,96,95,0.111,0.035,1.5,0.633,-1.156,-0.328,-57.436,-235.375,-36.109,-117.937,223.327,92.976,63.58,30.82,71.86,52.26,67.25,60.93,88.47,21.37,59.37,33.82,66.17,84.52,3,2,25/2/2026 11:01
2859,191,35.64,36.64,89,96,100,99,1.943,-1.213,-0.649,1.947,-0.146,-1.783,73.041,208.337,99.762,-205.251,39.5,-215.889,75.73,19.85,80.14,10.78,63.63,77.22,20.65,68.47,22.19,51.99,78.31,73.31,3,2,25/2/2026 11:02
2860,191,36.6,36.05,93,100,99,95,-1.692,-1.725,-1.22,0.731,0.382,-1.799,-91.432,89.519,90.012,93.327,245.752,-208.608,67.66,82.78,13.9,37.19,54.65,12.85,17.23,36.71,19.52,60.14,24.33,54.83,3,2,25/2/2026 11:03
2861,191,37.09,35.86,67,106,99,99,-0.414,1.736,-1.741,-0.494,0.546,-1.934,-175.491,-20.844,-57.359,-94.613,-39.657,152.775,70.08,84.07,26.65,32.88,17.34,33.79,48.47,52.65,18.41,22.82,10.44,45.24,3,2,25/2/2026 11:04
2862,191,36.47,36.75,95,98,97,94,0.748,1.085,1.519,0.865,-0.745,-1.271,205.396,170.15,-34.789,124.252,52.09,-188.813,48.57,81.57,55.8,54.82,74.87,47.1,56.76,72.87,57.01,20.06,30.76,89.64,3,2,25/2/2026 11:05
2863,191,35.54,36.21,67,109,100,100,-0.082,1.894,-1.731,-0.069,1.837,-1.752,160.867,219.562,-83.93,-9.732,184.326,-174.265,23.47,20.39,54.59,70.9,18.65,75.25,81.35,85.36,71.16,26.53,67.25,25.08,3,2,25/2/2026 11:06
2864,191,36.14,36.88,77,96,96,98,1.016,-1.726,1.295,0.669,0.061,-0.99,-243.38,247.419,-75.933,166.533,230.815,164.047,46.84,77.25,12.35,87.05,38.73,84.4,57.83,79.82,62.77,34.48,30.5,70.3,3,2,25/2/2026 11:07
2865,191,36.83,36.67,81,99,94,94,-1.56,1.125,0.23,0.221,0.867,0.636,52.951,-35.34,-70.178,3.793,-203.413,-150.357,83.4,60.9,40.73,24.58,37.66,57.49,57.99,36.53,21.02,35.43,37.15,75.72,3,2,25/2/2026 11:08
2866,192,36.49,36.04,80,81,96,95,0.676,0.529,-0.099,-0.668,0.24,-1.905,132.09,-101.504,196.88,-169.17,94.84,-12.098,52.27,11.22,50.27,38.08,22.51,77.99,22.63,13.91,51.24,69.35,82.58,46.9,2,2,25/2/2026 11:09
2867,192,37.28,35.96,78,80,94,96,-1.909,1.044,1.235,1.07,-1.185,-0.677,-176.208,226.894,-219.301,-14.356,227.706,80.559,27.94,31.34,18.07,11.52,40.38,15.72,83.24,15.39,57.6,85.14,24.31,12.36,2,2,25/2/2026 11:10
2868,192,36.54,35.68,107,77,94,99,-1.386,1.777,-1.712,-1.752,0.575,0.705,124.975,30.844,107.332,116.163,-56.083,79.524,40.56,76.51,78.03,78.54,13.2,45.92,18.79,66.26,36.05,28.59,73.98,38.87,2,2,25/2/2026 11:11
2869,192,36.58,36.98,108,97,97,94,0.301,1.5,1.369,-0.603,-1.127,-1.056,-62.004,-168.389,119.805,-137.095,-159.638,92.284,13.51,22.61,35.97,15.06,46.57,21.77,86.23,42.8,81.49,54.29,13.82,54.14,2,2,25/2/2026 11:12
2870,192,35.92,36.64,72,108,98,98,-0.263,1.928,-0.823,1.153,1.565,1.586,-92.694,-13.547,-55.563,-236.42,189.622,-70.478,22.44,30.61,28.22,11.53,62.4,46.38,48.53,35.31,58.28,20.62,48.46,32.47,2,2,25/2/2026 11:13
2871,192,35.52,36.18,88,65,98,96,0.428,-1.228,0.87,0.801,-1.978,1.048,170.297,101.068,89.863,-237.858,8.485,3.22,76.76,29.64,51.49,73.36,49.31,43.79,22.68,80.52,53.42,66.29,12.37,87.97,2,2,25/2/2026 11:14
2872,192,37.21,35.91,109,103,95,96,-0.081,-0.902,0.89,-1.18,-0.012,-1.189,-122.606,52.472,234.6,-70.851,-237.247,-31.546,59.82,85.67,61.71,32.29,77.86,64.08,19.06,87.67,33.43,21.93,24.88,30.28,2,2,25/2/2026 11:15
2873,192,36.12,35.66,102,88,99,98,0.523,-0.62,0.137,0.585,-1.774,-1.122,96.851,190.697,184.58,-70.266,189.944,-8.012,19.68,40.21,57.01,22.07,33.37,71.37,26.41,53.48,81.81,63.23,12.56,60.54,2,2,25/2/2026 11:16
2874,192,37.08,36.36,74,74,94,94,1.942,-0.497,0.632,1.929,0.707,1.13,21.685,106.632,94.102,-160.83,15.682,193.917,13.97,57.99,75.33,77.81,24.78,60.4,23.56,38.05,45.72,70.24,48.29,23.28,2,2,25/2/2026 11:17
2875,192,36.8,35.97,101,95,97,95,-1.114,-0.892,-0.088,-0.353,1.058,0.217,108.883,-218.105,2.819,-23.579,-234.447,164.744,71.91,42.77,82.89,41.57,84.63,14.33,77.03,19.02,43.69,23.41,52.02,55.64,2,2,25/2/2026 11:18
2876,192,37.32,37.26,66,80,97,98,0.008,0.109,1.19,-0.04,0.63,-0.063,-80.631,-11.777,5.652,-129.33,-210.032,141.222,30.83,55.54,47.5,10.15,23.97,46.86,48.7,48.42,66.78,61.37,39.6,89.32,2,2,25/2/2026 11:19
2877,192,36.71,37.2,81,107,96,96,1.899,-0.037,-1.719,0.304,1.588,1.575,148.237,79.493,-238.947,-189.229,-184.292,-62.09,58.13,59.72,15.82,43.45,33.43,58.22,15.04,74.07,82.69,62.6,12.05,49.66,2,2,25/2/2026 11:20
2878,192,36.48,37.41,98,94,98,97,-1.638,1.668,1.625,0.482,0.597,0.988,-177.471,-93.44,-219.234,68.018,227.468,-233.865,63.02,18.6,41.65,56.94,37.73,66.47,62.44,57.1,61.42,67.09,50.18,10.21,2,2,25/2/2026 11:21
2879,192,35.69,35.52,92,61,94,100,0.444,0.42,-1.129,-0.258,-0.636,-1.411,-7.457,-72.42,-187.238,-32.804,145.68,0.398,60.76,68.19,53.36,56.19,82.26,19.24,71.4,77.67,35.01,68.69,10.4,71.52,2,2,25/2/2026 11:22
2880,192,36.79,35.87,70,103,99,97,-1.055,-0.792,0.421,0.87,-0.809,-1.009,97.789,-230.012,157.629,-75.486,237.552,-215.088,71.91,37.37,69.67,73.47,39.39,52.83,27.34,11.82,59.46,71.32,36.2,19.02,2,2,25/2/2026 11:23
2881,193,36.85,36.47,85,81,98,96,0.94,1.464,1.916,-0.362,1.803,-1.896,-234.415,-62.684,41.566,90.088,-13.4,-173.472,34.72,34.43,19.72,81.77,39.96,32.01,63.62,63.87,16.26,25.01,15.3,81.12,2,2,25/2/2026 11:24
2882,193,37.13,36.06,80,91,97,97,-1.437,-1.082,0.327,-1.88,-0.087,-1.449,49.846,-59.044,-158.189,122.822,89.112,126.305,56.41,27.28,11.17,80.47,51.91,10.29,17.77,55.79,60.2,58.01,26.51,17.82,2,2,25/2/2026 11:25
2883,193,35.98,35.82,79,96,98,94,1.426,0.357,1.846,1.973,-1.871,1.348,-62.459,162.293,-214.239,-121.208,42.326,20.674,37.07,19.88,44.95,45.9,34.1,79.31,80.08,57.65,54.74,15.39,20.1,13.86,2,2,25/2/2026 11:26
2884,193,37.46,35.54,103,103,94,96,1.968,-0.544,-1.372,1.522,-0.306,0.571,156.517,-17.242,194.94,78.353,-19.493,179.052,68.97,21.27,47.29,49.76,88.92,35.2,22.61,37.02,83.91,28.71,63.08,88.12,2,2,25/2/2026 11:27
2885,193,35.99,35.9,61,91,97,100,1.351,-0.614,1.499,-1.254,1.199,-1.181,-170.872,222.849,163.781,229.962,152.046,-14.098,60.45,69.52,62.72,40.73,83.66,84.45,35.96,28.84,21.82,67.58,18.87,64.87,2,2,25/2/2026 11:28
2886,193,36.91,37.47,94,101,95,94,-1.743,-1.914,-1.457,1.244,-1.545,1.755,-214.866,202.208,110.461,103.885,123.39,-150.291,16.3,39.58,43.26,31.5,61.19,26.51,18.71,75.98,43.87,44.43,41.01,80.02,2,2,25/2/2026 11:29
2887,193,35.85,36.11,96,69,100,95,0.004,-1.992,-1.412,-1.578,1.881,1.995,-221.205,88.214,-88.515,-79.721,-29.153,171.908,65.09,52.39,41.67,71.47,35.06,81.19,18.07,46.2,15.16,39.98,51.19,45.29,2,2,25/2/2026 11:30
2888,193,37.09,36.17,94,66,100,98,0.126,-1.847,-1.25,-1.179,0.177,1.679,-227.734,47.202,231.338,153.342,-139.698,-28.76,70.1,87.38,80.37,58.84,83.52,39.38,30.42,67.8,77.25,59.91,27.12,49.28,2,3,25/2/2026 11:31
2889,193,35.99,36.94,79,66,99,100,-1.153,-1.102,-0.353,1.808,-1.204,1.652,147.414,166.303,-141.397,144.456,163.408,183.164,48.74,20.43,79.62,24.25,86.48,42.6,17.44,42.9,33.96,16.11,11.57,55.3,2,2,25/2/2026 11:32
2890,193,36.64,36.72,81,83,97,95,0.975,0.872,0.212,0.741,0.383,-0.341,151.101,81.375,36.079,-46.704,-240.698,14.313,72.81,26.38,66.59,49.65,84.89,74.15,78.05,54.22,51.89,54.47,21.66,30.05,2,2,25/2/2026 11:33
2891,193,37.39,35.5,87,109,96,98,1.379,-0.898,-1.092,-1.103,1.915,-0.396,208.003,-121.979,-220.283,-181.26,-41.34,176.038,21,28.77,51.58,76.62,29.62,50.74,86.35,66.89,44.98,32.33,56.06,23.18,2,2,25/2/2026 11:34
2892,193,36.03,36.1,64,103,100,100,-1.302,-0.493,-1.037,-1.897,0.102,-1.304,-119.861,-248.077,-143.282,44.728,230.507,239.781,24.18,10.81,66.7,38,88.47,83.79,51.75,38.83,20.02,18.3,22.59,75.75,2,2,25/2/2026 11:35
2893,193,36.47,36.96,74,71,95,99,-1.687,-1.966,0.388,-1.67,0.733,-1.698,55.726,-114.367,71.625,-237.163,-106.124,-143.234,74.92,47.77,64.8,75.63,17.61,44.49,32.44,47.61,61.47,17.59,57.4,41.13,2,2,25/2/2026 11:36
2894,193,36.64,36.22,61,85,94,100,-0.826,-0.442,0.968,1.073,-1.37,-0.741,-139.297,20.783,-40.278,172.469,-237.061,-179.146,38.35,24.5,50.26,47,75.65,81.05,79.88,29.03,27.43,44.01,34.7,20.77,2,2,25/2/2026 11:37
2895,193,36.46,35.58,71,93,95,100,0.151,0.244,-0.637,1.029,1.662,0.206,-102.612,47.607,-82.967,179.121,-50.573,155.357,32.55,77.23,34.64,34.72,81.43,85.67,39.04,36.6,54.7,34.46,35.48,39.5,2,2,25/2/2026 11:38
2896,194,37.09,35.93,108,78,100,97,-1.294,-1.641,-1.279,-0.377,-1.562,0.13,-63.387,-157.079,-64.092,186.711,229.112,121.536,45.47,48.33,76.56,82.61,84.25,65.15,87.02,50.04,89.46,10.83,44.89,79.1,2,3,25/2/2026 11:39
2897,194,37.09,37.09,72,103,95,94,-0.904,-0.797,-1.099,-0.15,-0.735,-1.081,-153.22,-93.06,-79.654,179.388,-183.316,-78.882,82.65,75.48,81.97,34.97,61.24,88.82,51.53,13.14,70.2,62.77,70.19,38,2,3,25/2/2026 11:40
2898,194,37.45,36.88,101,63,100,95,-0.01,-1.819,-1.369,1.866,-1.864,1.747,183.537,-205.004,-20.186,-139.279,84.407,57.701,56.83,68.58,64.75,25.47,19.17,34.83,65.27,87.48,12.52,27.13,40.37,34.9,2,2,25/2/2026 11:41
2899,194,35.97,36.97,62,96,97,95,0.941,-0.413,-0.468,-0.464,-0.046,0.303,-27.552,59.437,-249.457,195.227,191.496,28.629,79.14,24.06,45.33,42.9,31.39,78.3,59.36,38.15,79.16,15.29,46.72,40.85,2,2,25/2/2026 11:42
2900,194,35.58,36.67,82,82,95,94,0.441,-0.53,1.928,-0.559,1.977,1.581,-192.5,-82.927,17.028,141.032,-48.392,-68.487,64.84,61.02,67.82,72.34,61.12,69.23,13.31,24.77,88.46,17.79,36.02,18.97,2,2,25/2/2026 11:43
2901,194,36.26,36.95,87,82,100,98,-0.766,1.702,0.577,0.138,-1.231,0.4,-227.411,-177.122,-224.703,-211.331,-146.572,-163.781,29.93,55.56,54.52,22.38,60.28,81.64,21.43,61.24,39.34,47.96,38.41,28.69,2,2,25/2/2026 11:44
2902,194,36.08,37.18,108,82,97,100,0.32,-0.984,0.503,-1.245,0.931,0.723,161.266,-50.172,-232.274,-4.092,86.639,114.391,73.67,48.38,60.69,33.11,84.36,47.35,53.04,51.83,81.85,74.07,15.31,54.47,2,2,25/2/2026 11:45
2903,194,36.74,35.81,93,89,97,98,0.448,-1.129,1.58,-0.773,0.923,-1.943,-190.128,109.01,1.846,211.064,-222.507,177.867,26.2,83.98,39.47,51.44,11.48,48.57,46.67,34.25,62.28,17.1,63.22,78.59,2,2,25/2/2026 11:46
2904,194,36.14,36.52,106,101,97,99,1.578,1.784,0.997,-1.379,-0.6,1.149,151.65,230.264,-200.113,80,-76.903,188.626,63.31,12.01,51.25,56.63,37.87,32.13,24.63,66.71,77.86,49.78,19.15,22.66,2,2,25/2/2026 11:47
2905,194,35.5,36.63,95,90,94,97,-1.972,-0.097,1.584,-1.995,0.745,-1.807,-172.992,-191.481,233.736,216.965,-159.064,-57.187,80.48,85.86,10.57,11.51,76.23,52.41,48.34,84.04,51.17,46.78,77.2,72.03,2,2,25/2/2026 11:48
